"PickupTime","PickupTimeUTC","CreatedTime","CreatedTimeUTC","ScheduledTime","ScheduledTimeUTC","Location","OrderID","Channel","Status","ReceiptID","Type","Voucher","Payment","PaymentAmount","Rebate","Note","ServiceCharge","DeliveryCost","DiscountTotal","Tip","DriverTip","SubTotal","Brands","ChannelLink","Tax","VAT","FailureMessage","IsTestOrder"
"2023-08-30 20:53:18+0200","2023-08-30 18:53:18","2023-08-30 20:44:59+0200","2023-08-30 18:44:59","","","Alicante - Periodista Rodolfo Salazar","217","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",23.8,0.0,"Order code: AXZL644L/Order pick_up_code: 217/",0.0,0.0,0.0,0.0,0.0,23.8,"","Glovo",0.0,0.0,"","False"
"2023-08-30 20:18:08+0200","2023-08-30 18:18:08","2023-08-30 20:12:02+0200","2023-08-30 18:12:02","","","Alicante - Periodista Rodolfo Salazar","449","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",14.2,0.0,"Order code: AWSJSCL1/Order pick_up_code: 449/",0.0,0.0,0.0,0.0,0.0,14.2,"","Glovo",0.0,0.0,"","False"
"2023-08-30 15:44:26+0200","2023-08-30 13:44:26","2023-08-30 15:25:01+0200","2023-08-30 13:25:01","","","Alicante - Periodista Rodolfo Salazar","9C18B","Uber Eats","DELIVERED","2","DELIVERY","","ONLINE",15.1,0.0,"Contacts: +34 910 78 09 61#383 46 626/Customer name: Tono M.",0.0,0.0,0.0,0.0,0.0,15.1,"","Uber Eats",0.0,1.37,"","False"
"2023-08-30 15:16:52+0200","2023-08-30 13:16:52","2023-08-30 15:06:53+0200","2023-08-30 13:06:53","","","Alicante - Periodista Rodolfo Salazar","883","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",26.8,0.0,"Order code: AAE161CF/Order pick_up_code: 883/",0.0,0.0,0.0,0.0,0.0,26.8,"","Glovo",0.0,0.0,"","False"
"2023-08-30 14:11:59+0200","2023-08-30 12:11:59","2023-08-30 13:57:09+0200","2023-08-30 11:57:09","","","Alicante - Bazan","D4F81","Uber Eats","DELIVERED","1","DELIVERY","","ONLINE",14.0,0.0,"Contacts: +34 910 78 09 61#410 81 121/Customer name: Adrián G.",0.0,0.0,0.0,0.0,0.0,14.0,"","Uber Eats",0.0,1.27,"","False"
"2023-08-29 22:48:39+0200","2023-08-29 20:48:39","2023-08-29 22:19:45+0200","2023-08-29 20:19:45","","","Alicante - Periodista Rodolfo Salazar","0156F","Uber Eats","DELIVERED","13","DELIVERY","","ONLINE",40.1,0.0,"Contacts: +34 910 78 09 61#936 61 454/Customer name: Gorka A.",0.0,0.0,0.0,0.0,0.0,40.1,"","Uber Eats",0.0,3.65,"","False"
"2023-08-29 22:40:00+0200","2023-08-29 20:40:00","2023-08-29 22:30:05+0200","2023-08-29 20:30:05","","","Alicante - Bazan","AQYTTABW","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",16.4,0.0,"Order code: AQYTTABW/Order pick_up_code: 218/",0.0,0.0,0.0,0.0,0.0,16.4,"","Glovo",0.0,0.0,"","False"
"2023-08-29 22:26:03+0200","2023-08-29 20:26:03","2023-08-29 22:00:37+0200","2023-08-29 20:00:37","","","Alicante - Periodista Rodolfo Salazar","27DA8","Uber Eats","DELIVERED","11","DELIVERY","","ONLINE",19.4,0.0,"Contacts: +34 910 78 09 61#323 67 223/Customer name: JERONIMO T.",0.0,0.0,0.0,0.0,0.0,19.4,"","Uber Eats",0.0,1.76,"","False"
"2023-08-29 22:23:05+0200","2023-08-29 20:23:05","2023-08-29 22:15:22+0200","2023-08-29 20:15:22","","","Alicante - Bazan","AB5XY1MC","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",10.6,0.0,"Order code: AB5XY1MC/Order pick_up_code: 157/",0.0,0.0,0.0,0.0,0.0,10.6,"","Glovo",0.0,0.0,"","False"
"2023-08-29 22:15:13+0200","2023-08-29 20:15:13","2023-08-29 22:04:04+0200","2023-08-29 20:04:04","","","Alicante - Periodista Rodolfo Salazar","673","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",44.8,0.0,"Order code: AZ2QMJ7B/Order pick_up_code: 673/",0.0,0.0,0.0,0.0,0.0,44.8,"","Glovo",0.0,0.0,"","False"
"2023-08-29 21:36:34+0200","2023-08-29 19:36:34","2023-08-29 21:29:36+0200","2023-08-29 19:29:36","","","Alicante - Periodista Rodolfo Salazar","465","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",38.5,0.0,"Order code: AWUCXHZ1/Order pick_up_code: 465/",0.0,0.0,0.0,0.0,0.0,38.5,"","Glovo",0.0,0.0,"","False"
"2023-08-29 21:33:37+0200","2023-08-29 19:33:37","2023-08-29 21:08:03+0200","2023-08-29 19:08:03","","","Alicante - Periodista Rodolfo Salazar","DACD5","Uber Eats","DELIVERED","7","DELIVERY","","ONLINE",16.4,0.0,"Contacts: +34 910 78 09 61#504 42 498/Customer name: Carlos Y.",0.0,0.0,0.0,0.0,0.0,16.4,"","Uber Eats",0.0,1.49,"","False"
"2023-08-29 21:33:29+0200","2023-08-29 19:33:29","2023-08-29 21:19:29+0200","2023-08-29 19:19:29","","","Alicante - Periodista Rodolfo Salazar","135251487","Just Eat","DELIVERED","9","DELIVERY","","CARD",59.49,0.0,"",0.0,1.99,0.0,0.0,0.0,57.5,"","Just Eat",0.0,5.23,"","False"
"2023-08-29 21:28:01+0200","2023-08-29 19:28:01","2023-08-29 21:16:53+0200","2023-08-29 19:16:53","","","Alicante - Bazan","ALJACBMY","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",25.6,0.0,"Order code: ALJACBMY/Order pick_up_code: 744/",0.0,0.0,0.0,0.0,0.0,25.6,"","Glovo",0.0,0.0,"","False"
"2023-08-29 21:19:27+0200","2023-08-29 19:19:27","2023-08-29 21:14:51+0200","2023-08-29 19:14:51","","","Alicante - Bazan","ASR1LXU4","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",12.2,0.0,"Order code: ASR1LXU4/Order pick_up_code: 112/",0.0,0.0,0.0,0.0,0.0,12.2,"","Glovo",0.0,0.0,"","False"
"2023-08-29 21:18:50+0200","2023-08-29 19:18:50","2023-08-29 21:11:13+0200","2023-08-29 19:11:13","","","Alicante - Periodista Rodolfo Salazar","905","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",16.8,0.0,"Order code: AVC29R1M/Order pick_up_code: 905/",0.0,0.0,0.0,0.0,0.0,16.8,"","Glovo",0.0,0.0,"","False"
"2023-08-29 21:04:27+0200","2023-08-29 19:04:27","2023-08-29 20:55:58+0200","2023-08-29 18:55:58","","","Alicante - Periodista Rodolfo Salazar","337","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",25.1,0.0,"Order code: A8AQB9WJ/Order pick_up_code: 337/",0.0,0.0,0.0,0.0,0.0,25.1,"","Glovo",0.0,0.0,"","False"
"2023-08-29 20:35:48+0200","2023-08-29 18:35:48","2023-08-29 20:22:43+0200","2023-08-29 18:22:43","","","Alicante - Periodista Rodolfo Salazar","142","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",31.0,0.0,"Order code: ALDDHUHP/Order pick_up_code: 142/",0.0,0.0,0.0,0.0,0.0,31.0,"","Glovo",0.0,0.0,"","False"
"2023-08-29 20:32:34+0200","2023-08-29 18:32:34","2023-08-29 20:17:44+0200","2023-08-29 18:17:44","","","Alicante - Periodista Rodolfo Salazar","464","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",84.0,0.0,"Order code: A5XXGDFV/Order pick_up_code: 464/",0.0,0.0,0.0,0.0,0.0,84.0,"","Glovo",0.0,0.0,"","False"
"2023-08-29 20:29:58+0200","2023-08-29 18:29:58","2023-08-29 20:19:45+0200","2023-08-29 18:19:45","","","Alicante - Periodista Rodolfo Salazar","810","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",26.8,0.0,"Allergy info: No alergias, una de las burger muy hecha, bastante salsa, gracias/Order code: A81V5486/Order pick_up_code: 810/",0.0,0.0,0.0,0.0,0.0,26.8,"","Glovo",0.0,0.0,"","False"
"2023-08-26 23:05:54+0200","2023-08-26 21:05:54","2023-08-26 22:56:30+0200","2023-08-26 20:56:30","","","Alicante - Periodista Rodolfo Salazar","675","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",24.2,0.0,"Order code: AHT5NFHP/Order pick_up_code: 675/",0.0,0.0,0.0,0.0,0.0,24.2,"","Glovo",0.0,0.0,"","False"
"2023-08-26 22:34:41+0200","2023-08-26 20:34:41","2023-08-26 22:19:55+0200","2023-08-26 20:19:55","","","Alicante - Bazan","AQFFBWZ1","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",37.7,0.0,"Order code: AQFFBWZ1/Order pick_up_code: 565/",0.0,0.0,0.0,0.0,0.0,37.7,"","Glovo",0.0,0.0,"","False"
"2023-08-26 22:24:52+0200","2023-08-26 20:24:52","2023-08-26 22:14:35+0200","2023-08-26 20:14:35","","","Alicante - Periodista Rodolfo Salazar","037","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",27.9,0.0,"Order code: ABMTQRLW/Order pick_up_code: 037/",0.0,0.0,0.0,0.0,0.0,27.9,"","Glovo",0.0,0.0,"","False"
"2023-08-26 22:15:47+0200","2023-08-26 20:15:47","2023-08-26 22:04:36+0200","2023-08-26 20:04:36","","","Alicante - Bazan","AX1HXLPL","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",16.0,0.0,"Order code: AX1HXLPL/Order pick_up_code: 636/",0.0,0.0,0.0,0.0,0.0,16.0,"","Glovo",0.0,0.0,"","False"
"2023-08-26 22:11:02+0200","2023-08-26 20:11:02","2023-08-26 21:57:03+0200","2023-08-26 19:57:03","","","Alicante - Periodista Rodolfo Salazar","135095287","Just Eat","DELIVERED","16","DELIVERY","","CARD",15.99,0.0,"",0.0,1.99,0.0,0.0,0.0,14.0,"","Just Eat",0.0,1.28,"","False"
"2023-08-26 21:59:50+0200","2023-08-26 19:59:50","2023-08-26 21:50:34+0200","2023-08-26 19:50:34","","","Alicante - Bazan","A8UXTXXS","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",23.0,0.0,"Order code: A8UXTXXS/Order pick_up_code: 159/",0.0,0.0,0.0,0.0,0.0,23.0,"","Glovo",0.0,0.0,"","False"
"2023-08-26 21:53:55+0200","2023-08-26 19:53:55","2023-08-26 21:45:34+0200","2023-08-26 19:45:34","","","Alicante - Periodista Rodolfo Salazar","769","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",23.6,0.0,"Order code: A5KRJ1TW/Order pick_up_code: 769/",0.0,0.0,0.0,0.0,0.0,23.6,"","Glovo",0.0,0.0,"","False"
"2023-08-26 21:52:25+0200","2023-08-26 19:52:25","2023-08-26 21:27:33+0200","2023-08-26 19:27:33","","","Alicante - Bazan","1D1F9","Uber Eats","DELIVERED","10","DELIVERY","","ONLINE",19.8,0.0,"Customer notes: Please check order contents are correct./Contacts: +34 910 78 09 61#762 58 109/Customer name: fatima D.",0.0,0.0,0.0,0.0,0.0,19.8,"","Uber Eats",0.0,1.8,"","False"
"2023-08-26 21:43:04+0200","2023-08-26 19:43:04","2023-08-26 21:29:05+0200","2023-08-26 19:29:05","","","Alicante - Periodista Rodolfo Salazar","135087424","Just Eat","DELIVERED","14","DELIVERY","","CARD",32.69,0.0,"",0.0,1.99,0.0,0.0,0.0,30.7,"","Just Eat",0.0,2.79,"","False"
"2023-08-26 21:32:53+0200","2023-08-26 19:32:53","2023-08-26 21:09:49+0200","2023-08-26 19:09:49","","","Alicante - Bazan","F9B02","Uber Eats","DELIVERED","8","DELIVERY","","ONLINE",23.9,0.0,"Contacts: +34 910 78 09 61#963 71 978/Customer name: Andrea B.",0.0,0.0,-7.0,0.0,0.0,30.9,"","Uber Eats",0.0,2.17,"","False"
"2023-08-26 21:24:41+0200","2023-08-26 19:24:41","2023-08-26 21:12:25+0200","2023-08-26 19:12:25","","","Alicante - Bazan","AKLJAL54","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",29.7,0.0,"Order code: AKLJAL54/Order pick_up_code: 079/",0.0,0.0,0.0,0.0,0.0,29.7,"","Glovo",0.0,0.0,"","False"
"2023-08-26 21:21:21+0200","2023-08-26 19:21:21","2023-08-26 21:00:13+0200","2023-08-26 19:00:13","","","Alicante - Bazan","908EE","Uber Eats","DELIVERED","7","DELIVERY","","ONLINE",27.4,0.0,"Contacts: +34 910 78 09 61#406 55 170/Customer name: Amanda M.",0.0,0.0,0.0,0.0,0.0,27.4,"","Uber Eats",0.0,2.49,"","False"
"2023-08-26 21:17:04+0200","2023-08-26 19:17:04","2023-08-26 21:08:41+0200","2023-08-26 19:08:41","","","Alicante - Periodista Rodolfo Salazar","397","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",32.7,0.0,"Order code: ANCR2TLQ/Order pick_up_code: 397/",0.0,0.0,0.0,0.0,0.0,32.7,"","Glovo",0.0,0.0,"","False"
"2023-08-26 21:07:22+0200","2023-08-26 19:07:22","2023-08-26 20:46:48+0200","2023-08-26 18:46:48","","","Alicante - Bazan","AEB8E","Uber Eats","DELIVERED","6","DELIVERY","","ONLINE",24.1,0.0,"Customer notes: Please check order contents are correct./Contacts: +34 910 78 09 61#182 15 134/Customer name: Fran M.",0.0,0.0,-7.0,0.0,0.0,31.1,"","Uber Eats",0.0,2.19,"","False"
"2023-08-26 21:02:00+0200","2023-08-26 19:02:00","2023-08-26 20:28:28+0200","2023-08-26 18:28:28","","","Alicante - Periodista Rodolfo Salazar","DE2DF","Uber Eats","DELIVERED","12","DELIVERY","","ONLINE",31.9,0.0,"Contacts: +34 910 78 09 61#586 08 458/Customer name: Elias O.",0.0,0.0,-7.0,0.0,0.0,38.9,"","Uber Eats",0.0,2.89,"","False"
"2023-08-26 20:57:45+0200","2023-08-26 18:57:45","2023-08-26 20:26:17+0200","2023-08-26 18:26:17","","","Alicante - Periodista Rodolfo Salazar","BD075","Uber Eats","DELIVERED","11","DELIVERY","","ONLINE",26.1,0.0,"Contacts: +34 910 78 09 61#987 73 356/Customer name: Javier M.",0.0,0.0,0.0,0.0,0.0,26.1,"","Uber Eats",0.0,2.38,"","False"
"2023-08-26 20:54:23+0200","2023-08-26 18:54:23","2023-08-26 20:42:29+0200","2023-08-26 18:42:29","","","Alicante - Bazan","A32KF3FK","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",42.4,0.0,"Order code: A32KF3FK/Order pick_up_code: 086/",0.0,0.0,0.0,0.0,0.0,42.4,"","Glovo",0.0,0.0,"","False"
"2023-08-26 20:49:12+0200","2023-08-26 18:49:12","2023-08-26 20:20:10+0200","2023-08-26 18:20:10","","","Alicante - Periodista Rodolfo Salazar","DD60F","Uber Eats","DELIVERED","10","DELIVERY","","ONLINE",23.7,0.0,"Contacts: +34 910 78 09 61#903 20 969/Customer name: carmen M.",0.0,0.0,-7.0,0.0,0.0,30.7,"","Uber Eats",0.0,2.15,"","False"
"2023-08-26 20:19:32+0200","2023-08-26 18:19:32","2023-08-26 20:13:07+0200","2023-08-26 18:13:07","","","Alicante - Periodista Rodolfo Salazar","051","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",17.3,0.0,"Order code: A1VSTUFM/Order pick_up_code: 051/",0.0,0.0,0.0,0.0,0.0,17.3,"","Glovo",0.0,0.0,"","False"
"2023-08-26 15:46:29+0200","2023-08-26 13:46:29","2023-08-26 15:30:32+0200","2023-08-26 13:30:32","","","Alicante - Periodista Rodolfo Salazar","613","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",123.9,0.0,"Order code: AVXVKDSB/Order pick_up_code: 613/",0.0,0.0,0.0,0.0,0.0,123.9,"","Glovo",0.0,0.0,"","False"
"2023-08-26 15:44:09+0200","2023-08-26 13:44:09","2023-08-26 15:35:46+0200","2023-08-26 13:35:46","","","Alicante - Periodista Rodolfo Salazar","542","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",13.0,0.0,"Order code: A1RZRSJA/Order pick_up_code: 542/",0.0,0.0,0.0,0.0,0.0,13.0,"","Glovo",0.0,0.0,"","False"
"2023-08-26 15:20:45+0200","2023-08-26 13:20:45","2023-08-26 15:06:46+0200","2023-08-26 13:06:46","","","Alicante - Periodista Rodolfo Salazar","135062246","Just Eat","DELIVERED","5","DELIVERY","","CARD",19.59,0.0,"",0.0,1.99,0.0,0.0,0.0,17.6,"","Just Eat",0.0,1.6,"","False"
"2023-08-26 15:20:13+0200","2023-08-26 13:20:13","2023-08-26 15:16:18+0200","2023-08-26 13:16:18","","","Alicante - Periodista Rodolfo Salazar","040","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",14.6,0.0,"Order code: AXXRUWUE/Order pick_up_code: 040/Should include cutlery/",0.0,0.0,0.0,0.0,0.0,14.6,"","Glovo",0.0,0.0,"","False"
"2023-08-26 15:01:35+0200","2023-08-26 13:01:35","2023-08-26 14:49:38+0200","2023-08-26 12:49:38","","","Alicante - Bazan","AK2C2SHA","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",29.3,0.0,"Order code: AK2C2SHA/Order pick_up_code: 653/",0.0,0.0,0.0,0.0,0.0,29.3,"","Glovo",0.0,0.0,"","False"
"2023-08-26 14:59:05+0200","2023-08-26 12:59:05","2023-08-26 14:36:49+0200","2023-08-26 12:36:49","","","Alicante - Bazan","521F2","Uber Eats","DELIVERED","3","DELIVERY","","ONLINE",33.9,0.0,"Customer notes: Please check order contents are correct./Contacts: +34 910 78 09 61#331 84 248/Customer name: Pablo P.",0.0,0.0,-7.0,0.0,0.0,40.9,"","Uber Eats",0.0,3.08,"","False"
"2023-08-26 14:56:07+0200","2023-08-26 12:56:07","2023-08-26 14:28:07+0200","2023-08-26 12:28:07","","","Alicante - Periodista Rodolfo Salazar","5F95B","Uber Eats","DELIVERED","4","DELIVERY","","ONLINE",23.2,0.0,"Contacts: +34 910 78 09 61#255 49 883/Customer name: Valentin G.",0.0,0.0,-7.0,0.0,0.0,30.2,"","Uber Eats",0.0,2.1,"","False"
"2023-08-26 14:43:52+0200","2023-08-26 12:43:52","2023-08-26 14:32:49+0200","2023-08-26 12:32:49","","","Alicante - Bazan","AXPPLXUQ","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",32.1,0.0,"Order code: AXPPLXUQ/Order pick_up_code: 468/",0.0,0.0,0.0,0.0,0.0,32.1,"","Glovo",0.0,0.0,"","False"
"2023-08-26 14:15:36+0200","2023-08-26 12:15:36","2023-08-26 14:01:37+0200","2023-08-26 12:01:37","","","Alicante - Periodista Rodolfo Salazar","135055470","Just Eat","DELIVERED","3","DELIVERY","","CARD",52.09,0.0,"",0.0,1.99,0.0,0.0,0.0,50.1,"","Just Eat",0.0,4.56,"","False"
"2023-08-26 13:57:00+0200","2023-08-26 11:57:00","2023-08-26 13:45:42+0200","2023-08-26 11:45:42","","","Alicante - Bazan","AFT2AMFL","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",29.1,0.0,"Order code: AFT2AMFL/Order pick_up_code: 495/",0.0,0.0,0.0,0.0,0.0,29.1,"","Glovo",0.0,0.0,"","False"
"2023-08-26 13:54:24+0200","2023-08-26 11:54:24","2023-08-26 13:40:25+0200","2023-08-26 11:40:25","","","Alicante - Periodista Rodolfo Salazar","135052902","Just Eat","DELIVERED","2","DELIVERY","","CARD",31.59,0.0,"",0.0,1.99,0.0,0.0,0.0,29.6,"","Just Eat",0.0,2.69,"","False"
"2023-08-26 13:40:19+0200","2023-08-26 11:40:19","2023-08-26 13:31:54+0200","2023-08-26 11:31:54","","","Alicante - Periodista Rodolfo Salazar","655","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",16.8,0.0,"Order code: ALL8CLXH/Order pick_up_code: 655/",0.0,0.0,0.0,0.0,0.0,16.8,"","Glovo",0.0,0.0,"","False"
"2023-08-26 00:02:41+0200","2023-08-25 22:02:41","2023-08-25 23:47:56+0200","2023-08-25 21:47:56","","","Alicante - Periodista Rodolfo Salazar","E35F0","Uber Eats","DELIVERED","15","DELIVERY","","ONLINE",16.0,0.0,"Contacts: +34 910 78 09 61#339 59 516/Customer name: SARAHI ANDREINA P.",0.0,0.0,0.0,0.0,0.0,16.0,"","Uber Eats",0.0,1.46,"","False"
"2023-08-25 23:18:53+0200","2023-08-25 21:18:53","2023-08-25 23:03:43+0200","2023-08-25 21:03:43","","","Alicante - Bazan","ARXA6PJ8","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",56.3,0.0,"Order code: ARXA6PJ8/Order pick_up_code: 421/",0.0,0.0,0.0,0.0,0.0,56.3,"","Glovo",0.0,0.0,"","False"
"2023-08-25 23:13:54+0200","2023-08-25 21:13:54","2023-08-25 22:58:54+0200","2023-08-25 20:58:54","","","Alicante - Bazan","ED2E4","Uber Eats","DELIVERED","14","DELIVERY","","ONLINE",27.5,0.0,"Customer notes: Please check order contents are correct./Contacts: +34 910 78 09 61#237 19 085/Customer name: Laura C.",0.0,0.0,-7.0,0.0,0.0,34.5,"","Uber Eats",0.0,2.5,"","False"
"2023-08-25 23:06:58+0200","2023-08-25 21:06:58","2023-08-25 22:56:19+0200","2023-08-25 20:56:19","","","Alicante - Periodista Rodolfo Salazar","247","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",25.8,0.0,"Order code: APRQ3S1P/Order pick_up_code: 247/",0.0,0.0,0.0,0.0,0.0,25.8,"","Glovo",0.0,0.0,"","False"
"2023-08-25 22:56:42+0200","2023-08-25 20:56:42","2023-08-25 22:44:15+0200","2023-08-25 20:44:15","","","Alicante - Bazan","ADFN6LMC","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",31.8,0.0,"Order code: ADFN6LMC/Order pick_up_code: 930/",0.0,0.0,0.0,0.0,0.0,31.8,"","Glovo",0.0,0.0,"","False"
"2023-08-25 22:51:28+0200","2023-08-25 20:51:28","2023-08-25 22:31:49+0200","2023-08-25 20:31:49","","","Alicante - Bazan","9F42F","Uber Eats","DELIVERED","12","DELIVERY","","ONLINE",26.5,0.0,"Contacts: +34 910 78 09 61#404 73 115/Customer name: Alejandro G.",0.0,0.0,0.0,0.0,0.0,26.5,"","Uber Eats",0.0,2.41,"","False"
"2023-08-25 22:38:48+0200","2023-08-25 20:38:48","2023-08-25 22:24:48+0200","2023-08-25 20:24:48","","","Alicante - Periodista Rodolfo Salazar","135037129","Just Eat","DELIVERED","13","DELIVERY","","CARD",17.69,0.0,"",0.0,1.99,0.0,0.0,0.0,15.7,"","Just Eat",0.0,1.43,"","False"
"2023-08-25 22:23:00+0200","2023-08-25 20:23:00","2023-08-25 22:15:57+0200","2023-08-25 20:15:57","","","Alicante - Bazan","AMZPMK3Z","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",12.5,0.0,"Order code: AMZPMK3Z/Order pick_up_code: 828/",0.0,0.0,0.0,0.0,0.0,12.5,"","Glovo",0.0,0.0,"","False"
"2023-08-25 22:10:08+0200","2023-08-25 20:10:08","2023-08-25 22:00:18+0200","2023-08-25 20:00:18","","","Alicante - Periodista Rodolfo Salazar","299","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",12.5,0.0,"Order code: AFVV1R1R/Order pick_up_code: 299/",0.0,0.0,0.0,0.0,0.0,12.5,"","Glovo",0.0,0.0,"","False"
