"CreatedTime","CreatedTimeUTC","Location","OrderID","Channel","Payment","PaymentAmount","Rebate","DiscountTotal","SubTotal","Tax","VAT","ProductNames","ItemPrice","ItemQuantities"
"2023-11-29 23:21:36+0100","2023-11-29 22:21:36","Alicante - Bazan","AZSTMP3H","Glovo","CARD",15.8,0.0,0.0,15.8,0.0,0.0,"Hamburguesa normal",0,1
"2023-11-29 23:21:36+0100","2023-11-29 22:21:36","Alicante - Bazan","AZSTMP3H","Glovo","CARD",15.8,0.0,0.0,15.8,0.0,0.0,"Sin Extras",0,1
"2023-11-29 23:02:39+0100","2023-11-29 22:02:39","Alicante - Bazan","025CA","Uber Eats","ONLINE",5.4,0.0,-5.0,10.4,0.0,0.49,"Arepa Pelúa",890,1
"2023-11-29 23:02:39+0100","2023-11-29 22:02:39","Alicante - Bazan","025CA","Uber Eats","ONLINE",5.4,0.0,-5.0,10.4,0.0,0.49,"Frita",0,1
"2023-11-29 23:02:39+0100","2023-11-29 22:02:39","Alicante - Bazan","025CA","Uber Eats","ONLINE",5.4,0.0,-5.0,10.4,0.0,0.49,"Sin guarnicion",0,1
"2023-11-29 23:02:39+0100","2023-11-29 22:02:39","Alicante - Bazan","025CA","Uber Eats","ONLINE",5.4,0.0,-5.0,10.4,0.0,0.49,"Queso Caribeño",150,1
"2023-11-29 22:41:07+0100","2023-11-29 21:41:07","Alicante - Periodista Rodolfo Salazar","543","Glovo","CARD",15.9,0.0,-15.9,31.8,0.0,0.0,"Cheesebacon",1290,2
"2023-11-29 22:41:07+0100","2023-11-29 21:41:07","Alicante - Periodista Rodolfo Salazar","543","Glovo","CARD",15.9,0.0,-15.9,31.8,0.0,0.0,"Pan normal",0,2
"2023-11-29 22:41:07+0100","2023-11-29 21:41:07","Alicante - Periodista Rodolfo Salazar","543","Glovo","CARD",15.9,0.0,-15.9,31.8,0.0,0.0,"Hecha",0,2
"2023-11-29 22:41:07+0100","2023-11-29 21:41:07","Alicante - Periodista Rodolfo Salazar","543","Glovo","CARD",15.9,0.0,-15.9,31.8,0.0,0.0,"Boniato frito",150,2
"2023-11-29 22:41:07+0100","2023-11-29 21:41:07","Alicante - Periodista Rodolfo Salazar","543","Glovo","CARD",15.9,0.0,-15.9,31.8,0.0,0.0,"Hamburguesa normal",0,2
"2023-11-29 22:41:07+0100","2023-11-29 21:41:07","Alicante - Periodista Rodolfo Salazar","543","Glovo","CARD",15.9,0.0,-15.9,31.8,0.0,0.0,"Sin Extras",0,4
"2023-11-29 22:41:07+0100","2023-11-29 21:41:07","Alicante - Periodista Rodolfo Salazar","543","Glovo","CARD",15.9,0.0,-15.9,31.8,0.0,0.0,"MayoTrufa (Servidas aparte)",150,2
"2023-11-29 22:34:21+0100","2023-11-29 21:34:21","Alicante - Periodista Rodolfo Salazar","034","Glovo","CARD",14.9,0.0,-14.9,29.8,0.0,0.0,"Perla Negra",1490,2
"2023-11-29 22:34:21+0100","2023-11-29 21:34:21","Alicante - Periodista Rodolfo Salazar","034","Glovo","CARD",14.9,0.0,-14.9,29.8,0.0,0.0,"Pan normal",0,2
"2023-11-29 22:34:21+0100","2023-11-29 21:34:21","Alicante - Periodista Rodolfo Salazar","034","Glovo","CARD",14.9,0.0,-14.9,29.8,0.0,0.0,"Hecha",0,2
"2023-11-29 22:34:21+0100","2023-11-29 21:34:21","Alicante - Periodista Rodolfo Salazar","034","Glovo","CARD",14.9,0.0,-14.9,29.8,0.0,0.0,"Patatas fritas caseras",0,2
"2023-11-29 22:34:21+0100","2023-11-29 21:34:21","Alicante - Periodista Rodolfo Salazar","034","Glovo","CARD",14.9,0.0,-14.9,29.8,0.0,0.0,"Hamburguesa normal",0,2
"2023-11-29 22:34:21+0100","2023-11-29 21:34:21","Alicante - Periodista Rodolfo Salazar","034","Glovo","CARD",14.9,0.0,-14.9,29.8,0.0,0.0,"Sin Extras",0,2
"2023-11-29 22:23:59+0100","2023-11-29 21:23:59","Alicante - Periodista Rodolfo Salazar","0A1FA","Uber Eats","ONLINE",42.7,0.0,0.0,42.7,0.0,3.89,"LA UNO",1590,1
"2023-11-29 22:23:59+0100","2023-11-29 21:23:59","Alicante - Periodista Rodolfo Salazar","0A1FA","Uber Eats","ONLINE",42.7,0.0,0.0,42.7,0.0,3.89,"Pan normal",0,2
"2023-11-29 22:23:59+0100","2023-11-29 21:23:59","Alicante - Periodista Rodolfo Salazar","0A1FA","Uber Eats","ONLINE",42.7,0.0,0.0,42.7,0.0,3.89,"Madurada PUNTO MENOS",0,1
"2023-11-29 22:23:59+0100","2023-11-29 21:23:59","Alicante - Periodista Rodolfo Salazar","0A1FA","Uber Eats","ONLINE",42.7,0.0,0.0,42.7,0.0,3.89,"Boniato frito",150,2
"2023-11-29 22:23:59+0100","2023-11-29 21:23:59","Alicante - Periodista Rodolfo Salazar","0A1FA","Uber Eats","ONLINE",42.7,0.0,0.0,42.7,0.0,3.89,"Hamburguesa normal",0,2
"2023-11-29 22:23:59+0100","2023-11-29 21:23:59","Alicante - Periodista Rodolfo Salazar","0A1FA","Uber Eats","ONLINE",42.7,0.0,0.0,42.7,0.0,3.89,"Sin Extras",0,2
"2023-11-29 22:23:59+0100","2023-11-29 21:23:59","Alicante - Periodista Rodolfo Salazar","0A1FA","Uber Eats","ONLINE",42.7,0.0,0.0,42.7,0.0,3.89,"Salsa Tepuy (Servidas aparte)",100,1
"2023-11-29 22:23:59+0100","2023-11-29 21:23:59","Alicante - Periodista Rodolfo Salazar","0A1FA","Uber Eats","ONLINE",42.7,0.0,0.0,42.7,0.0,3.89,"Tequeños",990,1
"2023-11-29 22:23:59+0100","2023-11-29 21:23:59","Alicante - Periodista Rodolfo Salazar","0A1FA","Uber Eats","ONLINE",42.7,0.0,0.0,42.7,0.0,3.89,"Tepuy",0,1
"2023-11-29 22:23:59+0100","2023-11-29 21:23:59","Alicante - Periodista Rodolfo Salazar","0A1FA","Uber Eats","ONLINE",42.7,0.0,0.0,42.7,0.0,3.89,"Beety Miranda",1290,1
"2023-11-29 22:23:59+0100","2023-11-29 21:23:59","Alicante - Periodista Rodolfo Salazar","0A1FA","Uber Eats","ONLINE",42.7,0.0,0.0,42.7,0.0,3.89,"Al punto",0,1
"2023-11-29 22:28:14+0100","2023-11-29 21:28:14","Alicante - Periodista Rodolfo Salazar","714","Glovo","CARD",14.9,0.0,-14.9,29.8,0.0,0.0,"Perla Negra",1490,2
"2023-11-29 22:28:14+0100","2023-11-29 21:28:14","Alicante - Periodista Rodolfo Salazar","714","Glovo","CARD",14.9,0.0,-14.9,29.8,0.0,0.0,"Pan normal",0,2
"2023-11-29 22:28:14+0100","2023-11-29 21:28:14","Alicante - Periodista Rodolfo Salazar","714","Glovo","CARD",14.9,0.0,-14.9,29.8,0.0,0.0,"Hecha",0,2
"2023-11-29 22:28:14+0100","2023-11-29 21:28:14","Alicante - Periodista Rodolfo Salazar","714","Glovo","CARD",14.9,0.0,-14.9,29.8,0.0,0.0,"Patatas fritas caseras",0,2
"2023-11-29 22:28:14+0100","2023-11-29 21:28:14","Alicante - Periodista Rodolfo Salazar","714","Glovo","CARD",14.9,0.0,-14.9,29.8,0.0,0.0,"Hamburguesa normal",0,2
"2023-11-29 22:28:14+0100","2023-11-29 21:28:14","Alicante - Periodista Rodolfo Salazar","714","Glovo","CARD",14.9,0.0,-14.9,29.8,0.0,0.0,"Sin Extras",0,2
"2023-11-29 22:03:17+0100","2023-11-29 21:03:17","Alicante - Periodista Rodolfo Salazar","E624C","Uber Eats","ONLINE",33.4,0.0,0.0,33.4,0.0,3.04,"Caprichosa",1350,1
"2023-11-29 22:03:17+0100","2023-11-29 21:03:17","Alicante - Periodista Rodolfo Salazar","E624C","Uber Eats","ONLINE",33.4,0.0,0.0,33.4,0.0,3.04,"Pan normal",0,2
"2023-11-29 22:03:17+0100","2023-11-29 21:03:17","Alicante - Periodista Rodolfo Salazar","E624C","Uber Eats","ONLINE",33.4,0.0,0.0,33.4,0.0,3.04,"Hecha",0,1
"2023-11-29 22:03:17+0100","2023-11-29 21:03:17","Alicante - Periodista Rodolfo Salazar","E624C","Uber Eats","ONLINE",33.4,0.0,0.0,33.4,0.0,3.04,"Patatas fritas caseras",0,2
"2023-11-29 22:03:17+0100","2023-11-29 21:03:17","Alicante - Periodista Rodolfo Salazar","E624C","Uber Eats","ONLINE",33.4,0.0,0.0,33.4,0.0,3.04,"Hamburguesa normal",0,1
"2023-11-29 22:03:17+0100","2023-11-29 21:03:17","Alicante - Periodista Rodolfo Salazar","E624C","Uber Eats","ONLINE",33.4,0.0,0.0,33.4,0.0,3.04,"Sin Extras",0,1
"2023-11-29 22:03:17+0100","2023-11-29 21:03:17","Alicante - Periodista Rodolfo Salazar","E624C","Uber Eats","ONLINE",33.4,0.0,0.0,33.4,0.0,3.04,"Perla Negra",1490,1
"2023-11-29 22:03:17+0100","2023-11-29 21:03:17","Alicante - Periodista Rodolfo Salazar","E624C","Uber Eats","ONLINE",33.4,0.0,0.0,33.4,0.0,3.04,"Al punto",0,1
"2023-11-29 22:03:17+0100","2023-11-29 21:03:17","Alicante - Periodista Rodolfo Salazar","E624C","Uber Eats","ONLINE",33.4,0.0,0.0,33.4,0.0,3.04,"Extra Carne Madurada (dry-aged)",350,1
"2023-11-29 22:03:17+0100","2023-11-29 21:03:17","Alicante - Periodista Rodolfo Salazar","E624C","Uber Eats","ONLINE",33.4,0.0,0.0,33.4,0.0,3.04,"Lechuga",50,1
"2023-11-29 22:03:17+0100","2023-11-29 21:03:17","Alicante - Periodista Rodolfo Salazar","E624C","Uber Eats","ONLINE",33.4,0.0,0.0,33.4,0.0,3.04,"Cebolla Caramelizada",100,1
"2023-11-29 21:51:59+0100","2023-11-29 20:51:59","Alicante - Bazan","AB1K2LZX","Glovo","CARD",29.8,0.0,-29.8,59.6,0.0,0.0,"Perla Negra",1490,4
"2023-11-29 21:51:59+0100","2023-11-29 20:51:59","Alicante - Bazan","AB1K2LZX","Glovo","CARD",29.8,0.0,-29.8,59.6,0.0,0.0,"Areburger",0,4
"2023-11-29 21:51:59+0100","2023-11-29 20:51:59","Alicante - Bazan","AB1K2LZX","Glovo","CARD",29.8,0.0,-29.8,59.6,0.0,0.0,"Al punto",0,4
"2023-11-29 21:51:59+0100","2023-11-29 20:51:59","Alicante - Bazan","AB1K2LZX","Glovo","CARD",29.8,0.0,-29.8,59.6,0.0,0.0,"Patatas fritas caseras",0,4
"2023-11-29 21:51:59+0100","2023-11-29 20:51:59","Alicante - Bazan","AB1K2LZX","Glovo","CARD",29.8,0.0,-29.8,59.6,0.0,0.0,"Hamburguesa normal",0,4
"2023-11-29 21:51:59+0100","2023-11-29 20:51:59","Alicante - Bazan","AB1K2LZX","Glovo","CARD",29.8,0.0,-29.8,59.6,0.0,0.0,"Sin Extras",0,4
"2023-11-29 21:52:12+0100","2023-11-29 20:52:12","Alicante - Bazan","B3A84","Uber Eats","ONLINE",13.4,0.0,0.0,13.4,0.0,1.22,"Combo Ego (para 1)",1340,1
"2023-11-29 21:52:12+0100","2023-11-29 20:52:12","Alicante - Bazan","B3A84","Uber Eats","ONLINE",13.4,0.0,0.0,13.4,0.0,1.22,"Coca-Cola Zero",0,1
"2023-11-29 21:52:12+0100","2023-11-29 20:52:12","Alicante - Bazan","B3A84","Uber Eats","ONLINE",13.4,0.0,0.0,13.4,0.0,1.22,"Hecha",0,1
"2023-11-29 21:52:12+0100","2023-11-29 20:52:12","Alicante - Bazan","B3A84","Uber Eats","ONLINE",13.4,0.0,0.0,13.4,0.0,1.22,"La Beety Miranda",0,1
"2023-11-29 21:50:33+0100","2023-11-29 20:50:33","Alicante - Periodista Rodolfo Salazar","594","Glovo","CARD",25.8,0.0,0.0,25.8,0.0,0.0,"Inglesa",1290,2
"2023-11-29 21:50:33+0100","2023-11-29 20:50:33","Alicante - Periodista Rodolfo Salazar","594","Glovo","CARD",25.8,0.0,0.0,25.8,0.0,0.0,"Pan normal",0,2
"2023-11-29 21:50:33+0100","2023-11-29 20:50:33","Alicante - Periodista Rodolfo Salazar","594","Glovo","CARD",25.8,0.0,0.0,25.8,0.0,0.0,"Hecha",0,2
"2023-11-29 21:50:33+0100","2023-11-29 20:50:33","Alicante - Periodista Rodolfo Salazar","594","Glovo","CARD",25.8,0.0,0.0,25.8,0.0,0.0,"Hamburguesa normal",0,2
"2023-11-29 21:50:33+0100","2023-11-29 20:50:33","Alicante - Periodista Rodolfo Salazar","594","Glovo","CARD",25.8,0.0,0.0,25.8,0.0,0.0,"Patatas fritas caseras",0,2
"2023-11-29 21:50:33+0100","2023-11-29 20:50:33","Alicante - Periodista Rodolfo Salazar","594","Glovo","CARD",25.8,0.0,0.0,25.8,0.0,0.0,"Sin Extras",0,2
"2023-11-29 21:41:53+0100","2023-11-29 20:41:53","Alicante - Bazan","AWKQKE1P","Glovo","CARD",25.9,0.0,0.0,25.9,0.0,0.0,"La Muergana",1490,1
"2023-11-29 21:41:53+0100","2023-11-29 20:41:53","Alicante - Bazan","AWKQKE1P","Glovo","CARD",25.9,0.0,0.0,25.9,0.0,0.0,"Pan normal",0,1
"2023-11-29 21:41:53+0100","2023-11-29 20:41:53","Alicante - Bazan","AWKQKE1P","Glovo","CARD",25.9,0.0,0.0,25.9,0.0,0.0,"Al punto",0,1
"2023-11-29 21:41:53+0100","2023-11-29 20:41:53","Alicante - Bazan","AWKQKE1P","Glovo","CARD",25.9,0.0,0.0,25.9,0.0,0.0,"Patatas fritas caseras",0,1
"2023-11-29 21:41:53+0100","2023-11-29 20:41:53","Alicante - Bazan","AWKQKE1P","Glovo","CARD",25.9,0.0,0.0,25.9,0.0,0.0,"Hamburguesa normal",0,1
"2023-11-29 21:41:53+0100","2023-11-29 20:41:53","Alicante - Bazan","AWKQKE1P","Glovo","CARD",25.9,0.0,0.0,25.9,0.0,0.0,"Sin Extras",0,1
"2023-11-29 21:41:53+0100","2023-11-29 20:41:53","Alicante - Bazan","AWKQKE1P","Glovo","CARD",25.9,0.0,0.0,25.9,0.0,0.0,"Provocativos",1100,1
"2023-11-29 21:42:59+0100","2023-11-29 20:42:59","Alicante - Periodista Rodolfo Salazar","200","Glovo","CARD",12.9,0.0,-12.9,25.8,0.0,0.0,"Cheesebacon",1290,2
"2023-11-29 21:42:59+0100","2023-11-29 20:42:59","Alicante - Periodista Rodolfo Salazar","200","Glovo","CARD",12.9,0.0,-12.9,25.8,0.0,0.0,"Pan normal",0,2
"2023-11-29 21:42:59+0100","2023-11-29 20:42:59","Alicante - Periodista Rodolfo Salazar","200","Glovo","CARD",12.9,0.0,-12.9,25.8,0.0,0.0,"Pollo CRISPY casero",0,2
"2023-11-29 21:42:59+0100","2023-11-29 20:42:59","Alicante - Periodista Rodolfo Salazar","200","Glovo","CARD",12.9,0.0,-12.9,25.8,0.0,0.0,"Patatas fritas caseras",0,2
"2023-11-29 21:42:59+0100","2023-11-29 20:42:59","Alicante - Periodista Rodolfo Salazar","200","Glovo","CARD",12.9,0.0,-12.9,25.8,0.0,0.0,"Hamburguesa normal",0,2
"2023-11-29 21:42:59+0100","2023-11-29 20:42:59","Alicante - Periodista Rodolfo Salazar","200","Glovo","CARD",12.9,0.0,-12.9,25.8,0.0,0.0,"Sin Extras",0,2
"2023-11-29 21:22:55+0100","2023-11-29 20:22:55","Alicante - Bazan","0E1F9","Uber Eats","ONLINE",28.5,0.0,0.0,28.5,0.0,2.59,"Combo Ego (para 1)",1340,2
"2023-11-29 21:22:55+0100","2023-11-29 20:22:55","Alicante - Bazan","0E1F9","Uber Eats","ONLINE",28.5,0.0,0.0,28.5,0.0,2.59,"Nestea",0,1
"2023-11-29 21:22:55+0100","2023-11-29 20:22:55","Alicante - Bazan","0E1F9","Uber Eats","ONLINE",28.5,0.0,0.0,28.5,0.0,2.59,"Hecha",0,1
"2023-11-29 21:22:55+0100","2023-11-29 20:22:55","Alicante - Bazan","0E1F9","Uber Eats","ONLINE",28.5,0.0,0.0,28.5,0.0,2.59,"La Muergana",170,1
"2023-11-29 21:22:55+0100","2023-11-29 20:22:55","Alicante - Bazan","0E1F9","Uber Eats","ONLINE",28.5,0.0,0.0,28.5,0.0,2.59,"Sprite",0,1
"2023-11-29 21:22:55+0100","2023-11-29 20:22:55","Alicante - Bazan","0E1F9","Uber Eats","ONLINE",28.5,0.0,0.0,28.5,0.0,2.59,"Punto",0,1
"2023-11-29 21:22:55+0100","2023-11-29 20:22:55","Alicante - Bazan","0E1F9","Uber Eats","ONLINE",28.5,0.0,0.0,28.5,0.0,2.59,"La Beety Miranda",0,1
"2023-11-29 21:11:38+0100","2023-11-29 20:11:38","Alicante - Periodista Rodolfo Salazar","531","Glovo","CARD",18.4,0.0,-18.4,36.8,0.0,0.0,"Perla Negra",1490,2
"2023-11-29 21:11:38+0100","2023-11-29 20:11:38","Alicante - Periodista Rodolfo Salazar","531","Glovo","CARD",18.4,0.0,-18.4,36.8,0.0,0.0,"Areburger",0,2
"2023-11-29 21:11:38+0100","2023-11-29 20:11:38","Alicante - Periodista Rodolfo Salazar","531","Glovo","CARD",18.4,0.0,-18.4,36.8,0.0,0.0,"Madurada HECHA en lugar de carne normal",150,2
"2023-11-29 21:11:38+0100","2023-11-29 20:11:38","Alicante - Periodista Rodolfo Salazar","531","Glovo","CARD",18.4,0.0,-18.4,36.8,0.0,0.0,"Patatas fritas caseras",0,2
"2023-11-29 21:11:38+0100","2023-11-29 20:11:38","Alicante - Periodista Rodolfo Salazar","531","Glovo","CARD",18.4,0.0,-18.4,36.8,0.0,0.0,"Hamburguesa normal",0,2
"2023-11-29 21:11:38+0100","2023-11-29 20:11:38","Alicante - Periodista Rodolfo Salazar","531","Glovo","CARD",18.4,0.0,-18.4,36.8,0.0,0.0,"Pepinillos",100,2
"2023-11-29 21:11:38+0100","2023-11-29 20:11:38","Alicante - Periodista Rodolfo Salazar","531","Glovo","CARD",18.4,0.0,-18.4,36.8,0.0,0.0,"Salsa de la abuela (Servidas aparte)",100,2
"2023-11-29 21:06:15+0100","2023-11-29 20:06:15","Alicante - Periodista Rodolfo Salazar","182","Glovo","CARD",28.3,0.0,0.0,28.3,0.0,0.0,"Cocacola zero bote",290,1
"2023-11-29 21:06:15+0100","2023-11-29 20:06:15","Alicante - Periodista Rodolfo Salazar","182","Glovo","CARD",28.3,0.0,0.0,28.3,0.0,0.0,"Patatas Fritas bacon",850,1
"2023-11-29 21:06:15+0100","2023-11-29 20:06:15","Alicante - Periodista Rodolfo Salazar","182","Glovo","CARD",28.3,0.0,0.0,28.3,0.0,0.0,"Salsa Tepuy (Servidas aparte)",100,1
"2023-11-29 21:06:15+0100","2023-11-29 20:06:15","Alicante - Periodista Rodolfo Salazar","182","Glovo","CARD",28.3,0.0,0.0,28.3,0.0,0.0,"Alitas Kentucky (10Und)",1590,1
"2023-11-29 20:57:26+0100","2023-11-29 19:57:26","Alicante - Periodista Rodolfo Salazar","350","Glovo","CARD",36.6,0.0,0.0,36.6,0.0,0.0,"Mango Vice",1390,1
"2023-11-29 20:57:26+0100","2023-11-29 19:57:26","Alicante - Periodista Rodolfo Salazar","350","Glovo","CARD",36.6,0.0,0.0,36.6,0.0,0.0,"Pan normal",0,2
"2023-11-29 20:57:26+0100","2023-11-29 19:57:26","Alicante - Periodista Rodolfo Salazar","350","Glovo","CARD",36.6,0.0,0.0,36.6,0.0,0.0,"Al punto",0,2
"2023-11-29 20:57:26+0100","2023-11-29 19:57:26","Alicante - Periodista Rodolfo Salazar","350","Glovo","CARD",36.6,0.0,0.0,36.6,0.0,0.0,"Patatas fritas caseras",0,2
"2023-11-29 20:57:26+0100","2023-11-29 19:57:26","Alicante - Periodista Rodolfo Salazar","350","Glovo","CARD",36.6,0.0,0.0,36.6,0.0,0.0,"Hamburguesa normal",0,2
"2023-11-29 20:57:26+0100","2023-11-29 19:57:26","Alicante - Periodista Rodolfo Salazar","350","Glovo","CARD",36.6,0.0,0.0,36.6,0.0,0.0,"Sin Extras",0,2
"2023-11-29 20:57:26+0100","2023-11-29 19:57:26","Alicante - Periodista Rodolfo Salazar","350","Glovo","CARD",36.6,0.0,0.0,36.6,0.0,0.0,"La Muergana",1490,1
"2023-11-29 20:57:26+0100","2023-11-29 19:57:26","Alicante - Periodista Rodolfo Salazar","350","Glovo","CARD",36.6,0.0,0.0,36.6,0.0,0.0,"Tequenutella PL",390,2
"2023-11-29 20:48:09+0100","2023-11-29 19:48:09","Alicante - Periodista Rodolfo Salazar","427","Glovo","CARD",42.2,0.0,0.0,42.2,0.0,0.0,"La Muergana",1490,2
"2023-11-29 20:48:09+0100","2023-11-29 19:48:09","Alicante - Periodista Rodolfo Salazar","427","Glovo","CARD",42.2,0.0,0.0,42.2,0.0,0.0,"Pan normal",0,2
"2023-11-29 20:48:09+0100","2023-11-29 19:48:09","Alicante - Periodista Rodolfo Salazar","427","Glovo","CARD",42.2,0.0,0.0,42.2,0.0,0.0,"Hecha",0,1
"2023-11-29 20:48:09+0100","2023-11-29 19:48:09","Alicante - Periodista Rodolfo Salazar","427","Glovo","CARD",42.2,0.0,0.0,42.2,0.0,0.0,"Patatas fritas caseras",0,2
"2023-11-29 20:48:09+0100","2023-11-29 19:48:09","Alicante - Periodista Rodolfo Salazar","427","Glovo","CARD",42.2,0.0,0.0,42.2,0.0,0.0,"Hamburguesa normal",0,1
"2023-11-29 20:48:09+0100","2023-11-29 19:48:09","Alicante - Periodista Rodolfo Salazar","427","Glovo","CARD",42.2,0.0,0.0,42.2,0.0,0.0,"Sin Extras",0,2
"2023-11-29 20:48:09+0100","2023-11-29 19:48:09","Alicante - Periodista Rodolfo Salazar","427","Glovo","CARD",42.2,0.0,0.0,42.2,0.0,0.0,"Al punto",0,1
"2023-11-29 20:48:09+0100","2023-11-29 19:48:09","Alicante - Periodista Rodolfo Salazar","427","Glovo","CARD",42.2,0.0,0.0,42.2,0.0,0.0,"Una más de ternera gallega",250,1
"2023-11-29 20:48:09+0100","2023-11-29 19:48:09","Alicante - Periodista Rodolfo Salazar","427","Glovo","CARD",42.2,0.0,0.0,42.2,0.0,0.0,"Tequemix",990,1
"2023-11-29 20:48:09+0100","2023-11-29 19:48:09","Alicante - Periodista Rodolfo Salazar","427","Glovo","CARD",42.2,0.0,0.0,42.2,0.0,0.0,"Tepuy",0,1
"2023-11-29 20:15:50+0100","2023-11-29 19:15:50","Alicante - Periodista Rodolfo Salazar","749","Glovo","CARD",31.3,0.0,0.0,31.3,0.0,0.0,"La Dos",1590,1
