"PickupTime","PickupTimeUTC","CreatedTime","CreatedTimeUTC","ScheduledTime","ScheduledTimeUTC","Location","OrderID","Channel","Status","ReceiptID","Type","Voucher","Payment","PaymentAmount","Rebate","Note","ServiceCharge","DeliveryCost","DiscountTotal","Tip","DriverTip","SubTotal","Brands","ChannelLink","Tax","VAT","FailureMessage","IsTestOrder"
"2023-04-30 21:55:02+0200","2023-04-30 19:55:02","2023-04-30 21:37:39+0200","2023-04-30 19:37:39","","","Alicante - Periodista Rodolfo Salazar","22444","Uber Eats","DELIVERED","15","DELIVERY","","ONLINE",29.2,0.0,"Contacts: +34 910 78 09 61#073 03 535/Customer name: Estefania F.",0.0,0.0,0.0,0.0,0.0,29.2,"","Uber Eats",0.0,2.65,"","False"
"2023-04-30 21:52:57+0200","2023-04-30 19:52:57","2023-04-30 21:35:57+0200","2023-04-30 19:35:57","","","Alicante - Periodista Rodolfo Salazar","1BFAB","Uber Eats","DELIVERED","14","PICKUP","","ONLINE",12.9,0.0,"Contacts: +34 910 78 09 61#992 59 748/Customer name: elena A.",0.0,0.0,-12.9,0.0,0.0,25.8,"","Uber Eats",0.0,1.18,"","False"
"2023-04-30 21:52:45+0200","2023-04-30 19:52:45","2023-04-30 21:34:04+0200","2023-04-30 19:34:04","","","Alicante - Periodista Rodolfo Salazar","8D180","Uber Eats","DELIVERED","13","DELIVERY","","ONLINE",38.8,0.0,"Contacts: +34 910 78 09 61#853 85 250/Customer name: adrian D.",0.0,0.0,0.0,0.0,0.0,38.8,"","Uber Eats",0.0,3.53,"","False"
"2023-04-30 21:41:26+0200","2023-04-30 19:41:26","2023-04-30 21:24:47+0200","2023-04-30 19:24:47","","","Alicante - Bazan","01EA6","Uber Eats","ACCEPTED","0","DELIVERY","","ONLINE",16.7,0.0,"Contacts: +34 910 78 09 61#119 99 189/Customer name: Luciano Y.",0.0,0.0,0.0,0.0,0.0,16.7,"","Uber Eats",0.0,1.52,"","False"
"2023-04-30 21:33:48+0200","2023-04-30 19:33:48","2023-04-30 21:24:48+0200","2023-04-30 19:24:48","","","Alicante - Bazan","A1JGVWQK","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",20.1,0.0,"Order code: A1JGVWQK/Order pick_up_code: 496/",0.0,0.0,0.0,0.0,0.0,20.1,"","Glovo",0.0,0.0,"","False"
"2023-04-30 21:25:54+0200","2023-04-30 19:25:54","2023-04-30 21:17:09+0200","2023-04-30 19:17:09","","","Alicante - Periodista Rodolfo Salazar","160","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",12.5,0.0,"Order code: ADMAYQT2/Order pick_up_code: 160/",0.0,0.0,0.0,0.0,0.0,12.5,"","Glovo",0.0,0.0,"","False"
"2023-04-30 21:25:36+0200","2023-04-30 19:25:36","2023-04-30 21:09:18+0200","2023-04-30 19:09:18","","","Alicante - Periodista Rodolfo Salazar","C4310","Uber Eats","DELIVERED","11","DELIVERY","","ONLINE",16.9,0.0,"Customer notes: Por favor que la carne este hecha. Gracias!./Contacts: +34 910 78 09 61#188 58 426/Customer name: Oskar Z.",0.0,0.0,-12.9,0.0,0.0,29.8,"","Uber Eats",0.0,1.54,"","False"
"2023-04-30 21:24:55+0200","2023-04-30 19:24:55","2023-04-30 21:06:11+0200","2023-04-30 19:06:11","","","Alicante - Periodista Rodolfo Salazar","75D02","Uber Eats","DELIVERED","10","DELIVERY","","ONLINE",25.8,0.0,"Customer notes: Buenas noches, por favor, las patatas no las queremos quemadas, la carne de las hamburguesas MUY muy hechas. Y una de las hamburguesas en vez de tener queso de cabra que lleve queso tierno de vaca, por favor./Si me llegan las patatas quemadas y la carne roja, pondremos malas reseñas. Ya mas de una vez hemos pedido esto y no nos han hecho caso, para evitarnos problemas por favor hacedlo asi. Gracias de antemano../Contacts: +34 910 78 09 61#257 40 712/Customer name: Tatiana G.",0.0,0.0,-25.8,0.0,0.0,51.6,"","Uber Eats",0.0,2.35,"","False"
"2023-04-30 21:20:52+0200","2023-04-30 19:20:52","2023-04-30 21:05:52+0200","2023-04-30 19:05:52","","","Alicante - Periodista Rodolfo Salazar","A9D4D","Uber Eats","DELIVERED","9","PICKUP","","ONLINE",19.9,0.0,"Contacts: +34 910 78 09 61#086 38 618/Customer name: Francisco J. R.",0.0,0.0,0.0,0.0,0.0,19.9,"","Uber Eats",0.0,1.81,"","False"
"2023-04-30 21:11:46+0200","2023-04-30 19:11:46","2023-04-30 20:49:19+0200","2023-04-30 18:49:19","","","Alicante - Bazan","AYGV5ZLQ","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",96.4,0.0,"Order code: AYGV5ZLQ/Order pick_up_code: 787/",0.0,0.0,0.0,0.0,0.0,96.4,"","Glovo",0.0,0.0,"","False"
"2023-04-30 21:11:02+0200","2023-04-30 19:11:02","2023-04-30 20:53:11+0200","2023-04-30 18:53:11","","","Alicante - Periodista Rodolfo Salazar","B128E","Uber Eats","DELIVERED","8","DELIVERY","","ONLINE",22.8,0.0,"Contacts: +34 910 78 09 61#922 62 533/Customer name: Fernando A.",0.0,0.0,-12.9,0.0,0.0,35.7,"","Uber Eats",0.0,2.08,"","False"
"2023-04-30 20:53:54+0200","2023-04-30 18:53:54","2023-04-30 20:36:54+0200","2023-04-30 18:36:54","","","Alicante - Bazan","AQG1VBLM","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",34.9,0.0,"Order code: AQG1VBLM/Order pick_up_code: 023/",0.0,0.0,0.0,0.0,0.0,34.9,"","Glovo",0.0,0.0,"","False"
"2023-04-30 20:50:41+0200","2023-04-30 18:50:41","2023-04-30 20:33:34+0200","2023-04-30 18:33:34","","","Alicante - Periodista Rodolfo Salazar","7BF1C","Uber Eats","DELIVERED","7","DELIVERY","","ONLINE",40.6,0.0,"Customer notes: Una de las UNO sin cebolla por favor./Contacts: +34 910 78 09 61#519 81 034/Customer name: Marta R.",0.0,0.0,0.0,0.0,0.0,40.6,"","Uber Eats",0.0,3.7,"","False"
"2023-04-30 20:36:32+0200","2023-04-30 18:36:32","2023-04-30 20:17:31+0200","2023-04-30 18:17:31","","","Alicante - Bazan","75168","Uber Eats","ACCEPTED","0","DELIVERY","","ONLINE",14.8,0.0,"Customer notes: Please check order contents are correct./Contacts: +34 910 78 09 61#032 72 593/Customer name: Charles M.",0.0,0.0,-12.9,0.0,0.0,27.7,"","Uber Eats",0.0,1.35,"","False"
"2023-04-30 20:33:32+0200","2023-04-30 18:33:32","2023-04-30 20:19:39+0200","2023-04-30 18:19:39","","","Alicante - Bazan","A5PQK1A4","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",27.1,0.0,"Order code: A5PQK1A4/Order pick_up_code: 145/",0.0,0.0,0.0,0.0,0.0,27.1,"","Glovo",0.0,0.0,"","False"
"2023-04-30 20:29:43+0200","2023-04-30 18:29:43","2023-04-30 20:19:16+0200","2023-04-30 18:19:16","","","Alicante - Bazan","ADS12WGN","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",17.6,0.0,"Order code: ADS12WGN/Order pick_up_code: 660/",0.0,0.0,0.0,0.0,0.0,17.6,"","Glovo",0.0,0.0,"","False"
"2023-04-30 20:25:42+0200","2023-04-30 18:25:42","2023-04-30 20:13:34+0200","2023-04-30 18:13:34","","","Alicante - Periodista Rodolfo Salazar","087","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",27.6,0.0,"Order code: ACSU1VSU/Order pick_up_code: 087/",0.0,0.0,0.0,0.0,0.0,27.6,"","Glovo",0.0,0.0,"","False"
"2023-04-30 15:34:25+0200","2023-04-30 13:34:25","2023-04-30 15:12:44+0200","2023-04-30 13:12:44","","","Alicante - Bazan","66D09","Uber Eats","ACCEPTED","0","DELIVERY","","ONLINE",14.9,0.0,"Contacts: +34 910 78 09 61#192 26 213/Customer name: bruno M.",0.0,0.0,-12.9,0.0,0.0,27.8,"","Uber Eats",0.0,1.36,"","False"
"2023-04-30 15:29:31+0200","2023-04-30 13:29:31","2023-04-30 15:15:53+0200","2023-04-30 13:15:53","","","Alicante - Bazan","ANS1TBLG","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",29.2,0.0,"Order code: ANS1TBLG/Order pick_up_code: 761/",0.0,0.0,0.0,0.0,0.0,29.2,"","Glovo",0.0,0.0,"","False"
"2023-04-30 15:05:19+0200","2023-04-30 13:05:19","2023-04-30 14:51:20+0200","2023-04-30 12:51:20","","","Alicante - Periodista Rodolfo Salazar","128359424","Just Eat","DELIVERED","5","DELIVERY","","CARD",27.29,0.0,"",0.0,1.99,0.0,0.0,0.0,25.3,"","Just Eat",0.0,2.3,"","False"
"2023-04-30 15:02:56+0200","2023-04-30 13:02:56","2023-04-30 14:48:34+0200","2023-04-30 12:48:34","","","Alicante - Bazan","ANCNJUWD","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",36.3,0.0,"Order code: ANCNJUWD/Order pick_up_code: 700/",0.0,0.0,0.0,0.0,0.0,36.3,"","Glovo",0.0,0.0,"","False"
"2023-04-30 15:02:24+0200","2023-04-30 13:02:24","2023-04-30 14:39:37+0200","2023-04-30 12:39:37","","","Alicante - Bazan","D620E","Uber Eats","DELIVERED","3","DELIVERY","","ONLINE",25.8,0.0,"Customer notes: Please check order contents are correct./Contacts: +34 910 78 09 61#329 91 470/Customer name: Arantza D.",0.0,0.0,-12.9,0.0,0.0,38.7,"","Uber Eats",0.0,2.35,"","False"
"2023-04-30 14:54:20+0200","2023-04-30 12:54:20","2023-04-30 14:33:19+0200","2023-04-30 12:33:19","","","Alicante - Bazan","5C3EC","Uber Eats","DELIVERED","2","DELIVERY","","ONLINE",23.6,0.0,"Contacts: +34 910 78 09 61#200 90 789/Customer name: Broddy B.",0.0,0.0,-12.9,0.0,0.0,36.5,"","Uber Eats",0.0,2.15,"","False"
"2023-04-30 14:32:29+0200","2023-04-30 12:32:29","2023-04-30 14:15:30+0200","2023-04-30 12:15:30","","","Alicante - Periodista Rodolfo Salazar","B883D","Uber Eats","DELIVERED","4","DELIVERY","","ONLINE",22.8,0.0,"Contacts: +34 910 78 09 61#584 66 037/Customer name: Dominika V.",0.0,0.0,-12.9,0.0,0.0,35.7,"","Uber Eats",0.0,2.08,"","False"
"2023-04-30 14:23:02+0200","2023-04-30 12:23:02","2023-04-30 14:08:29+0200","2023-04-30 12:08:29","","","Alicante - Periodista Rodolfo Salazar","458","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",28.7,0.0,"Order code: ANRLTDXG/Order pick_up_code: 458/",0.0,0.0,0.0,0.0,0.0,28.7,"","Glovo",0.0,0.0,"","False"
"2023-04-30 14:19:44+0200","2023-04-30 12:19:44","2023-04-30 14:05:46+0200","2023-04-30 12:05:46","","","Alicante - Periodista Rodolfo Salazar","FEB8A","Uber Eats","DELIVERED","1","DELIVERY","","ONLINE",21.4,0.0,"Contacts: +34 910 78 09 61#116 24 739/Customer name: Ilia D.",0.0,0.0,0.0,0.0,0.0,21.4,"","Uber Eats",0.0,1.94,"","False"
"2023-04-30 14:16:50+0200","2023-04-30 12:16:50","2023-04-30 14:06:02+0200","2023-04-30 12:06:02","","","Alicante - Periodista Rodolfo Salazar","419","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",14.1,0.0,"Order code: APZCCMHE/Order pick_up_code: 419/",0.0,0.0,0.0,0.0,0.0,14.1,"","Glovo",0.0,0.0,"","False"
"2023-04-30 13:52:14+0200","2023-04-30 11:52:14","2023-04-30 13:31:52+0200","2023-04-30 11:31:52","","","Alicante - Bazan","FA52B","Uber Eats","DELIVERED","1","DELIVERY","","ONLINE",16.3,0.0,"Contacts: +34 910 78 09 61#254 11 023/Customer name: Ester L.",0.0,0.0,0.0,0.0,0.0,16.3,"","Uber Eats",0.0,1.48,"","False"
"2023-04-29 23:52:57+0200","2023-04-29 21:52:57","2023-04-29 23:36:23+0200","2023-04-29 21:36:23","","","Alicante - Bazan","ECE88","Uber Eats","DELIVERED","26","DELIVERY","","ONLINE",12.9,0.0,"Contacts: +34 910 78 09 61#707 09 585/Customer name: Ana R.",0.0,0.0,-12.9,0.0,0.0,25.8,"","Uber Eats",0.0,1.18,"","False"
"2023-04-29 23:52:06+0200","2023-04-29 21:52:06","2023-04-29 23:33:43+0200","2023-04-29 21:33:43","","","Alicante - Bazan","B948D","Uber Eats","DELIVERED","24","DELIVERY","","ONLINE",22.8,0.0,"Contacts: +34 910 78 09 61#971 85 306/Customer name: Alejandro A.",0.0,0.0,-12.9,0.0,0.0,35.7,"","Uber Eats",0.0,2.08,"","False"
"2023-04-29 23:49:55+0200","2023-04-29 21:49:55","2023-04-29 23:34:11+0200","2023-04-29 21:34:11","","","Alicante - Bazan","263DD","Uber Eats","DELIVERED","25","DELIVERY","","ONLINE",23.1,0.0,"Contacts: +34 910 78 09 61#020 72 264/Customer name: Patri M.",0.0,0.0,0.0,0.0,0.0,23.1,"","Uber Eats",0.0,2.1,"","False"
"2023-04-29 23:45:00+0200","2023-04-29 21:45:00","2023-04-29 23:23:56+0200","2023-04-29 21:23:56","","","Alicante - Periodista Rodolfo Salazar","A7AF0","Uber Eats","DELIVERED","24","PICKUP","","ONLINE",12.9,0.0,"Contacts: +34 910 78 09 61#055 05 964/Customer name: Erik R.",0.0,0.0,-12.9,0.0,0.0,25.8,"","Uber Eats",0.0,1.18,"","False"
"2023-04-29 23:39:39+0200","2023-04-29 21:39:39","2023-04-29 23:25:39+0200","2023-04-29 21:25:39","","","Alicante - Periodista Rodolfo Salazar","128335005","Just Eat","DELIVERED","25","DELIVERY","","CARD",41.19,0.0,"",0.0,1.99,0.0,0.0,0.0,39.2,"","Just Eat",0.0,3.57,"","False"
"2023-04-29 23:22:22+0200","2023-04-29 21:22:22","2023-04-29 23:04:27+0200","2023-04-29 21:04:27","","","Alicante - Bazan","B4C28","Uber Eats","DELIVERED","23","DELIVERY","","ONLINE",12.9,0.0,"Contacts: +34 910 78 09 61#508 77 192/Customer name: Jose M.",0.0,0.0,-12.9,0.0,0.0,25.8,"","Uber Eats",0.0,1.18,"","False"
"2023-04-29 23:18:54+0200","2023-04-29 21:18:54","2023-04-29 23:01:00+0200","2023-04-29 21:01:00","","","Alicante - Bazan","47CE3","Uber Eats","DELIVERED","22","DELIVERY","","ONLINE",12.9,0.0,"Contacts: +34 910 78 09 61#635 35 039/Customer name: Alejandro R.",0.0,0.0,-12.9,0.0,0.0,25.8,"","Uber Eats",0.0,1.18,"","False"
"2023-04-29 23:03:50+0200","2023-04-29 21:03:50","2023-04-29 22:49:51+0200","2023-04-29 20:49:51","","","Alicante - Periodista Rodolfo Salazar","128328474","Just Eat","DELIVERED","23","DELIVERY","","CARD",63.69,0.0,"",0.0,1.99,0.0,0.0,0.0,61.7,"","Just Eat",0.0,5.62,"","False"
"2023-04-29 22:57:44+0200","2023-04-29 20:57:44","2023-04-29 22:25:48+0200","2023-04-29 20:25:48","","","Alicante - Periodista Rodolfo Salazar","2F930","Uber Eats","DELIVERED","21","DELIVERY","","ONLINE",110.3,0.0,"Customer notes: Please check order contents are correct./Contacts: +34 910 78 09 61#849 76 150/Customer name: Matteo D.",0.0,0.0,0.0,0.0,0.0,110.3,"","Uber Eats",0.0,10.06,"","False"
"2023-04-29 22:51:02+0200","2023-04-29 20:51:02","2023-04-29 22:29:23+0200","2023-04-29 20:29:23","","","Alicante - Periodista Rodolfo Salazar","09C7D","Uber Eats","DELIVERED","22","DELIVERY","","ONLINE",15.5,0.0,"Contacts: +34 910 78 09 61#167 56 254/Customer name: Lola C.",0.0,0.0,0.0,0.0,0.0,15.5,"","Uber Eats",0.0,1.4,"","False"
"2023-04-29 22:32:37+0200","2023-04-29 20:32:37","2023-04-29 22:09:52+0200","2023-04-29 20:09:52","","","Alicante - Periodista Rodolfo Salazar","30EE3","Uber Eats","DELIVERED","19","DELIVERY","","ONLINE",12.9,0.0,"Contacts: +34 910 78 09 61#168 48 624/Customer name: Pablo M.",0.0,0.0,-12.9,0.0,0.0,25.8,"","Uber Eats",0.0,1.18,"","False"
"2023-04-29 22:29:49+0200","2023-04-29 20:29:49","2023-04-29 22:07:04+0200","2023-04-29 20:07:04","","","Alicante - Periodista Rodolfo Salazar","B6368","Uber Eats","DELIVERED","18","PICKUP","","ONLINE",12.9,0.0,"Contacts: +34 910 78 09 61#343 33 079/Customer name: joel A.",0.0,0.0,-12.9,0.0,0.0,25.8,"","Uber Eats",0.0,1.18,"","False"
"2023-04-29 22:26:35+0200","2023-04-29 20:26:35","2023-04-29 22:16:18+0200","2023-04-29 20:16:18","","","Alicante - Periodista Rodolfo Salazar","508","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",19.2,0.0,"Order code: APA19VWW/Order pick_up_code: 508/",0.0,0.0,0.0,0.0,0.0,19.2,"","Glovo",0.0,0.0,"","False"
"2023-04-29 22:26:31+0200","2023-04-29 20:26:31","2023-04-29 22:11:26+0200","2023-04-29 20:11:26","","","Alicante - Bazan","AZZLLYQM","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",24.6,0.0,"Order code: AZZLLYQM/Order pick_up_code: 325/",0.0,0.0,0.0,0.0,0.0,24.6,"","Glovo",0.0,0.0,"","False"
"2023-04-29 22:21:05+0200","2023-04-29 20:21:05","2023-04-29 22:08:07+0200","2023-04-29 20:08:07","","","Alicante - Bazan","A4GZQRKL","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",26.8,0.0,"Order code: A4GZQRKL/Order pick_up_code: 367/",0.0,0.0,0.0,0.0,0.0,26.8,"","Glovo",0.0,0.0,"","False"
"2023-04-29 22:19:46+0200","2023-04-29 20:19:46","2023-04-29 21:58:17+0200","2023-04-29 19:58:17","","","Alicante - Periodista Rodolfo Salazar","FDF25","Uber Eats","DELIVERED","17","DELIVERY","","ONLINE",12.9,0.0,"Contacts: +34 910 78 09 61#248 25 813/Customer name: Maria S.",0.0,0.0,-12.9,0.0,0.0,25.8,"","Uber Eats",0.0,1.18,"","False"
"2023-04-29 22:17:59+0200","2023-04-29 20:17:59","2023-04-29 21:54:29+0200","2023-04-29 19:54:29","","","Alicante - Bazan","DB247","Uber Eats","DELIVERED","17","DELIVERY","","ONLINE",28.8,0.0,"Customer notes: Please check order contents are correct./Contacts: +34 910 78 09 61#806 70 045/Customer name: Lucia M.",0.0,0.0,-12.9,0.0,0.0,41.7,"","Uber Eats",0.0,2.62,"","False"
"2023-04-29 22:16:55+0200","2023-04-29 20:16:55","2023-04-29 21:55:19+0200","2023-04-29 19:55:19","","","Alicante - Bazan","2E169","Uber Eats","DELIVERED","18","DELIVERY","","ONLINE",12.9,0.0,"Contacts: +34 910 78 09 61#563 12 652/Customer name: Marcos R.",0.0,0.0,-12.9,0.0,0.0,25.8,"","Uber Eats",0.0,1.18,"","False"
"2023-04-29 22:14:38+0200","2023-04-29 20:14:38","2023-04-29 21:55:29+0200","2023-04-29 19:55:29","","","Alicante - Bazan","A3BFVGXS","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",31.9,0.0,"Allergy info: Quitar cebolla de la hamburguesa “LA UNO” porfi/Order code: A3BFVGXS/Order pick_up_code: 466/",0.0,0.0,0.0,0.0,0.0,31.9,"","Glovo",0.0,0.0,"","False"
"2023-04-29 22:11:39+0200","2023-04-29 20:11:39","2023-04-29 21:50:51+0200","2023-04-29 19:50:51","","","Alicante - Bazan","BF144","Uber Eats","DELIVERED","15","DELIVERY","","ONLINE",28.1,0.0,"Customer notes: Please check order contents are correct./Contacts: +34 910 78 09 61#635 65 927/Customer name: Juan M.",0.0,0.0,-12.9,0.0,0.0,41.0,"","Uber Eats",0.0,2.56,"","False"
"2023-04-29 22:08:11+0200","2023-04-29 20:08:11","2023-04-29 21:47:19+0200","2023-04-29 19:47:19","","","Alicante - Bazan","5E8C5","Uber Eats","DELIVERED","14","DELIVERY","","ONLINE",32.0,0.0,"Customer notes: Please check order contents are correct./Contacts: +34 910 78 09 61#464 38 025/Customer name: Rubén L.",0.0,0.0,-12.9,0.0,0.0,44.9,"","Uber Eats",0.0,2.91,"","False"
"2023-04-29 22:05:30+0200","2023-04-29 20:05:30","2023-04-29 21:51:55+0200","2023-04-29 19:51:55","","","Alicante - Bazan","AXC4RTAL","Glovo","AUTO_FINALIZED","0","DELIVERY","","CARD",29.0,0.0,"Order code: AXC4RTAL/Order pick_up_code: 711/",0.0,0.0,0.0,0.0,0.0,29.0,"","Glovo",0.0,0.0,"","False"
"2023-04-29 22:05:01+0200","2023-04-29 20:05:01","2023-04-29 21:46:27+0200","2023-04-29 19:46:27","","","Alicante - Bazan","B307B","Uber Eats","DELIVERED","13","PICKUP","","ONLINE",12.9,0.0,"Customer notes: Please check order contents are correct./Contacts: +34 910 78 09 61#886 44 709/Customer name: Paula G.",0.0,0.0,-12.9,0.0,0.0,25.8,"","Uber Eats",0.0,1.18,"","False"
"2023-04-29 22:01:45+0200","2023-04-29 20:01:45","2023-04-29 21:39:26+0200","2023-04-29 19:39:26","","","Alicante - Periodista Rodolfo Salazar","BA55E","Uber Eats","DELIVERED","16","DELIVERY","","ONLINE",12.9,0.0,"Contacts: +34 910 78 09 61#770 79 438/Customer name: jesus H.",0.0,0.0,-12.9,0.0,0.0,25.8,"","Uber Eats",0.0,1.18,"","False"
"2023-04-29 21:54:51+0200","2023-04-29 19:54:51","2023-04-29 21:30:11+0200","2023-04-29 19:30:11","","","Alicante - Bazan","4569D","Uber Eats","DELIVERED","11","DELIVERY","","ONLINE",22.6,0.0,"Customer notes: Please check order contents are correct./Contacts: +34 910 78 09 61#626 37 237/Customer name: Maria V.",0.0,0.0,-12.9,0.0,0.0,35.5,"","Uber Eats",0.0,2.06,"","False"
